time_s,velocity_mps
0.02,-31.236199999999997
0.04,-25.968478933535998
0.06,-22.38825230405558
0.08,-19.7775427931673
0.1,-17.783296079128142
0.12000000000000001,-16.20852061027571
0.14,-14.933510224182807
0.16,-13.880855749534481
0.18,-12.998058074033928
0.19999999999999998,-12.248140797336559
0.21999999999999997,-11.604245860584829
0.23999999999999996,-11.046358137424589
0.25999999999999995,-10.559234780063209
0.27999999999999997,-10.131049120876428
0.3,-9.752475445654605
0.32,-9.416055092673268
0.34,-9.115747369027023
0.36000000000000004,-8.846605008489854
0.38000000000000006,-8.604535455502923
0.4000000000000001,-8.386122485234884
0.4200000000000001,-8.188491003345655
0.4400000000000001,-8.009203247839167
0.46000000000000013,-7.846178162514061
0.48000000000000015,-7.697628096669751
0.5000000000000001,-7.56200861810777
0.5200000000000001,-7.437978361801887
0.5400000000000001,-7.324366637982342
0.5600000000000002,-7.220147096755845
0.5800000000000002,-7.1244161618026105
0.6000000000000002,-7.036375250181907
0.6200000000000002,-6.955316020878221
0.6400000000000002,-6.880608063556624
0.6600000000000003,-6.811688566540653
0.6800000000000003,-6.7480536002264255
0.7000000000000003,-6.689250726833864
0.7200000000000003,-6.634872705229759
0.7400000000000003,-6.584552104667982
0.7600000000000003,-6.537956676721092
0.7800000000000004,-6.494785362683674
0.8000000000000004,-6.454764836002625
0.8200000000000004,-6.4176464971092875
0.8400000000000004,-6.383203852362876
0.8600000000000004,-6.351230220406283
0.8800000000000004,-6.321536718655711
0.9000000000000005,-6.293950490337961
0.9200000000000005,-6.268313138798939
0.9400000000000005,-6.244479341005118
0.9600000000000005,-6.222315616459775
0.9800000000000005,-6.201699231327075
1.0000000000000004,-6.182517220534355
1.0200000000000005,-6.164665513114014
1.0400000000000005,-6.148048148137981
1.0600000000000005,-6.132576570359773
1.0800000000000005,-6.118168996168349
1.1000000000000005,-6.104749841720566
1.1200000000000006,-6.092249206192637
1.1400000000000006,-6.08060240400665
1.1600000000000006,-6.069749540671226
1.1800000000000006,-6.0596351275469456
1.2000000000000006,-6.050207731424541
1.2200000000000006,-6.041419655301561
1.2400000000000007,-6.033226647173362
1.2600000000000007,-6.02558763402685
1.2800000000000007,-6.018464478548961
1.3000000000000007,-6.0118217563434495
1.3200000000000007,-6.005626551695201
1.3400000000000007,-5.999848270136013
1.3600000000000008,-5.99445846625395
1.3800000000000008,-5.989430685353545
1.4000000000000008,-5.984740317719479
1.4200000000000008,-5.980364464364471
1.4400000000000008,-5.976281813255325
1.4600000000000009,-5.972472525111225
1.4800000000000009,-5.968918127957258
1.5000000000000009,-5.96560141969502
1.520000000000001,-5.962506378022483
1.540000000000001,-5.959618077097914
1.560000000000001,-5.956922610398629
1.580000000000001,-5.95440701927547
1.600000000000001,-5.952059226748767
1.620000000000001,-5.949867976131906
1.640000000000001,-5.947822774104866
1.660000000000001,-5.945913837892767
1.680000000000001,-5.944132046233957
1.700000000000001,-5.94246889384879
1.720000000000001,-5.940916449144372
1.740000000000001,-5.939467314912372
1.7600000000000011,-5.938114591796863
1.7800000000000011,-5.936851844327122
1.8000000000000012,-5.935673069326776
1.8200000000000012,-5.934572666525561
1.8400000000000012,-5.933545411213636
1.8600000000000012,-5.9325864287908034
1.8800000000000012,-5.931691171074395
1.9000000000000012,-5.930855394239985
1.9200000000000013,-5.930075138278626
1.9400000000000013,-5.929346707863097
1.9600000000000013,-5.928666654523634
1.9800000000000013,-5.928031760041056
2.0000000000000013,-5.927439020971945
2.0200000000000014,-5.926885634226836
2.0400000000000014,-5.926368983628091
2.0600000000000014,-5.92588662737948
2.0800000000000014,-5.925436286384373
2.1000000000000014,-5.925015833353969
2.1200000000000014,-5.924623282651196
2.1400000000000015,-5.924256780819733
2.1600000000000015,-5.923914597751237
2.1800000000000015,-5.923595118447116
2.2000000000000015,-5.923296835334289
2.2200000000000015,-5.923018341097195
2.2400000000000015,-5.922758321990941
2.2600000000000016,-5.922515551602949
2.2800000000000016,-5.922288885032668
2.3000000000000016,-5.922077253461091
2.3200000000000016,-5.921879659083708
2.3400000000000016,-5.9216951703823595
2.3600000000000017,-5.921522917713153
2.3800000000000017,-5.921362089189142
2.4000000000000017,-5.9212119268379375
2.4200000000000017,-5.921071723015782
2.4400000000000017,-5.920940817060838
2.4600000000000017,-5.920818592169671
2.4800000000000018,-5.9207044724819315
2.5000000000000018,-5.920597920359313
2.520000000000002,-5.9204984338457605
2.540000000000002,-5.920405544296808
2.560000000000002,-5.920318814166742
2.580000000000002,-5.920237834943032
2.600000000000002,-5.920162225218203
2.620000000000002,-5.92009162888996
2.640000000000002,-5.9200257134810235
2.660000000000002,-5.919964168570675
2.680000000000002,-5.919906704330575
2.700000000000002,-5.919853050157898
2.720000000000002,-5.919802953399301
2.740000000000002,-5.91975617815968
2.760000000000002,-5.919712504190066
2.780000000000002,-5.919671725849387
2.800000000000002,-5.919633651135191
2.820000000000002,-5.919598100778739
2.840000000000002,-5.919564907400177
2.860000000000002,-5.919533914719804
2.880000000000002,-5.919504976821703
2.900000000000002,-5.919477957466249
2.920000000000002,-5.919452729448248
2.940000000000002,-5.919429173997683
2.960000000000002,-5.919407180220223
2.980000000000002,-5.919386644574864
3.000000000000002,-5.9193674703862245
3.0200000000000022,-5.919349567389212
3.0400000000000023,-5.919332851303887
3.0600000000000023,-5.919317243438544
3.0800000000000023,-5.9193026703191185
3.1000000000000023,-5.919289063343175
3.1200000000000023,-5.919276358456856
3.1400000000000023,-5.919264495853253
3.1600000000000024,-5.919253419690787
3.1800000000000024,-5.919243077830269
3.2000000000000024,-5.9192334215893965
3.2200000000000024,-5.9192244055135355
3.2400000000000024,-5.919215987161704
3.2600000000000025,-5.919208126906748
3.2800000000000025,-5.91920078774877
3.3000000000000025,-5.919193935140931
3.3200000000000025,-5.9191875368268
3.3400000000000025,-5.919181562688496
3.3600000000000025,-5.9191759846048955
3.3800000000000026,-5.919170776319245
3.4000000000000026,-5.919165913315547
3.4200000000000026,-5.91916137270315
3.4400000000000026,-5.9191571331089845
3.4600000000000026,-5.919153174576949
3.4800000000000026,-5.919149478473964
3.5000000000000027,-5.9191460274022605
3.5200000000000027,-5.919142805117473
3.5400000000000027,-5.919139796452179
3.5600000000000027,-5.919136987244493
3.5800000000000027,-5.919134364271405
3.6000000000000028,-5.919131915186532
3.6200000000000028,-5.919129628462005
3.640000000000003,-5.919127493334199
3.660000000000003,-5.919125499753068
3.680000000000003,-5.9191236383348365
3.700000000000003,-5.919121900317829
3.720000000000003,-5.919120277521225
3.740000000000003,-5.919118762306552
3.760000000000003,-5.919117347541731
3.780000000000003,-5.919116026567503
3.800000000000003,-5.919114793166081
3.820000000000003,-5.919113641531887
3.840000000000003,-5.9191125662442206
3.860000000000003,-5.919111562241747
3.880000000000003,-5.91911062479867
3.900000000000003,-5.919109749502485
3.920000000000003,-5.919108932233215
3.940000000000003,-5.919108169144014
3.960000000000003,-5.919107456643061
3.980000000000003,-5.919106791376651
4.000000000000003,-5.919106170213412
4.020000000000002,-5.919105590229564
4.040000000000002,-5.919105048695157
4.060000000000001,-5.919104543061222
4.080000000000001,-5.919104070947769
4.1000000000000005,-5.919103630132591
4.12,-5.919103218540798
4.14,-5.919102834235053
4.159999999999999,-5.919102475406456
4.179999999999999,-5.919102140366024
4.199999999999998,-5.919101827536744
4.219999999999998,-5.919101535446151
4.2399999999999975,-5.919101262719393
4.259999999999997,-5.919101008072766
4.279999999999997,-5.919100770307665
4.299999999999996,-5.919100548304947
4.319999999999996,-5.919100341019661
4.339999999999995,-5.91910014747613
4.359999999999995,-5.919099966763359
4.379999999999995,-5.9190997980307465
4.399999999999994,-5.91909964048408
4.419999999999994,-5.919099493381799
4.439999999999993,-5.919099356031504
4.459999999999993,-5.919099227786697
4.479999999999992,-5.919099108043741
4.499999999999992,-5.919098996239014
4.519999999999992,-5.919098891846259
4.539999999999991,-5.919098794374108
4.559999999999991,-5.919098703363766
4.57999999999999,-5.9190986183868555
4.59999999999999,-5.919098539043396
4.6199999999999894,-5.919098464959924
4.639999999999989,-5.919098395787735
4.659999999999989,-5.91909833120124
4.679999999999988,-5.919098270896436
4.699999999999988,-5.919098214589472
4.719999999999987,-5.919098162015318
4.739999999999987,-5.919098112926508
4.7599999999999865,-5.919098067091987
4.779999999999986,-5.919098024296015
4.799999999999986,-5.919097984337155
4.819999999999985,-5.919097947027323
4.839999999999985,-5.919097912190906
4.859999999999984,-5.91909787966393
4.879999999999984,-5.919097849293294
4.8999999999999835,-5.919097820936047
4.919999999999983,-5.919097794458712
4.939999999999983,-5.919097769736663
4.959999999999982,-5.919097746653534
4.979999999999982,-5.919097725100676
4.999999999999981,-5.919097704976641
5.019999999999981,-5.919097686186706
5.0399999999999805,-5.91909766864243
5.05999999999998,-5.9190976522612315
5.07999999999998,-5.919097636966007
5.099999999999979,-5.919097622684762
5.119999999999979,-5.919097609350277
5.139999999999978,-5.919097596899786
5.159999999999978,-5.919097585274687
5.1799999999999775,-5.919097574420261
5.199999999999977,-5.919097564285417
5.219999999999977,-5.919097554822452
5.239999999999976,-5.919097545986823
5.259999999999976,-5.919097537736942
5.279999999999975,-5.919097530033978
5.299999999999975,-5.919097522841674
5.3199999999999745,-5.919097516126175
5.339999999999974,-5.919097509855874
5.359999999999974,-5.919097504001255
5.379999999999973,-5.919097498534761
5.399999999999973,-5.919097493430662
5.419999999999972,-5.919097488664934
5.439999999999972,-5.919097484215145
5.4599999999999715,-5.9190974800603495
5.479999999999971,-5.919097476180991
5.499999999999971,-5.9190974725588115
5.51999999999997,-5.9190974691767595
5.53999999999997,-5.9190974660189175
5.559999999999969,-5.919097463070421
5.579999999999969,-5.919097460317391
5.599999999999969,-5.9190974577468705
5.619999999999968,-5.91909745534676
5.639999999999968,-5.9190974531057625
5.659999999999967,-5.919097451013329
5.679999999999967,-5.919097449059611
5.699999999999966,-5.919097447235412
5.719999999999966,-5.919097445532147
5.739999999999966,-5.919097443941798
5.759999999999965,-5.919097442456879
5.779999999999965,-5.919097441070401
5.799999999999964,-5.919097439775839
5.819999999999964,-5.919097438567098
5.839999999999963,-5.919097437438489
5.859999999999963,-5.9190974363847
5.879999999999963,-5.91909743540077
5.899999999999962,-5.91909743448207
5.919999999999962,-5.919097433624273
5.939999999999961,-5.919097432823343
5.959999999999961,-5.91909743207551
5.9799999999999605,-5.919097431377254
5.99999999999996,-5.919097430725287
6.01999999999996,-5.919097430116542
6.039999999999959,-5.919097429548153
6.059999999999959,-5.919097429017445
6.079999999999958,-5.91909742852192
6.099999999999958,-5.919097428059245
6.1199999999999575,-5.919097427627243
6.139999999999957,-5.919097427223879
6.159999999999957,-5.919097426847256
6.179999999999956,-5.919097426495601
6.199999999999956,-5.919097426167259
6.219999999999955,-5.919097425860683
6.239999999999955,-5.919097425574432
6.2599999999999545,-5.919097425307158
6.279999999999954,-5.919097425057602
6.299999999999954,-5.9190974248245904
6.319999999999953,-5.919097424607026
6.339999999999953,-5.919097424403884
6.359999999999952,-5.91909742421421
6.379999999999952,-5.91909742403711
6.3999999999999515,-5.919097423871751
6.419999999999951,-5.9190974237173535
6.439999999999951,-5.919097423573192
6.45999999999995,-5.919097423438588
6.47999999999995,-5.919097423312907
6.499999999999949,-5.919097423195558
6.519999999999949,-5.919097423085988
6.5399999999999485,-5.919097422983683
6.559999999999948,-5.919097422888159
6.579999999999948,-5.919097422798968
6.599999999999947,-5.91909742271569
6.619999999999947,-5.9190974226379325
6.639999999999946,-5.91909742256533
6.659999999999946,-5.919097422497541
6.6799999999999455,-5.919097422434246
6.699999999999945,-5.919097422375146
6.719999999999945,-5.919097422319965
6.739999999999944,-5.919097422268441
6.759999999999944,-5.919097422220334
6.779999999999943,-5.919097422175416
6.799999999999943,-5.919097422133476
6.8199999999999426,-5.919097422094316
6.839999999999942,-5.919097422057752
6.859999999999942,-5.919097422023612
6.879999999999941,-5.919097421991736
6.899999999999941,-5.919097421961972
6.91999999999994,-5.919097421934182
6.93999999999994,-5.9190974219082335
6.95999999999994,-5.919097421884006
6.979999999999939,-5.919097421861384
6.999999999999939,-5.919097421840262
7.019999999999938,-5.91909742182054
7.039999999999938,-5.9190974218021255
7.059999999999937,-5.919097421784932
7.079999999999937,-5.919097421768878
7.099999999999937,-5.9190974217538885
7.119999999999936,-5.919097421739893
7.139999999999936,-5.919097421726825
7.159999999999935,-5.919097421714623
7.179999999999935,-5.91909742170323
7.1999999999999345,-5.919097421692593
7.219999999999934,-5.91909742168266
7.239999999999934,-5.919097421673387
7.259999999999933,-5.919097421664728
7.279999999999933,-5.919097421656643
7.299999999999932,-5.919097421649094
7.319999999999932,-5.9190974216420456
7.3399999999999315,-5.919097421635464
7.359999999999931,-5.919097421629319
7.379999999999931,-5.919097421623581
7.39999999999993,-5.919097421618224
7.41999999999993,-5.9190974216132215
7.439999999999929,-5.9190974216085515
7.459999999999929,-5.9190974216041905
7.4799999999999285,-5.919097421600119
7.499999999999928,-5.919097421596318
7.519999999999928,-5.919097421592768
7.539999999999927,-5.919097421589453
7.559999999999927,-5.9190974215863585
7.579999999999926,-5.919097421583469
7.599999999999926,-5.919097421580771
7.6199999999999255,-5.919097421578252
7.639999999999925,-5.9190974215759
7.659999999999925,-5.919097421573704
7.679999999999924,-5.919097421571653
7.699999999999924,-5.919097421569738
7.719999999999923,-5.91909742156795
7.739999999999923,-5.919097421566281
7.7599999999999225,-5.9190974215647225
7.779999999999922,-5.919097421563268
7.799999999999922,-5.919097421561909
7.819999999999921,-5.9190974215606404
7.839999999999921,-5.919097421559456
7.85999999999992,-5.91909742155835
7.87999999999992,-5.919097421557317
7.8999999999999195,-5.919097421556352
7.919999999999919,-5.919097421555452
7.939999999999919,-5.9190974215546115
7.959999999999918,-5.919097421553826
7.979999999999918,-5.919097421553094
7.999999999999917,-5.91909742155241
8.019999999999918,-5.919097421551771
8.039999999999917,-5.919097421551174
8.059999999999917,-5.919097421550617
8.079999999999917,-5.919097421550097
8.099999999999916,-5.919097421549611
8.119999999999916,-5.919097421549157
8.139999999999915,-5.9190974215487335
8.159999999999915,-5.919097421548338
8.179999999999914,-5.919097421547969
8.199999999999914,-5.919097421547624
8.219999999999914,-5.919097421547303
8.239999999999913,-5.9190974215470025
8.259999999999913,-5.919097421546722
8.279999999999912,-5.91909742154646
8.299999999999912,-5.9190974215462155
8.319999999999911,-5.919097421545987
8.339999999999911,-5.919097421545774
8.35999999999991,-5.919097421545575
8.37999999999991,-5.9190974215453895
8.39999999999991,-5.919097421545216
8.41999999999991,-5.919097421545055
8.439999999999909,-5.919097421544904
8.459999999999908,-5.9190974215447625
8.479999999999908,-5.91909742154463
8.499999999999908,-5.919097421544507
8.519999999999907,-5.919097421544391
8.539999999999907,-5.919097421544284
8.559999999999906,-5.919097421544183
8.579999999999906,-5.91909742154409
8.599999999999905,-5.919097421544003
8.619999999999905,-5.919097421543921
8.639999999999905,-5.919097421543845
8.659999999999904,-5.919097421543774
8.679999999999904,-5.919097421543707
8.699999999999903,-5.919097421543645
8.719999999999903,-5.919097421543587
8.739999999999903,-5.919097421543533
8.759999999999902,-5.919097421543483
8.779999999999902,-5.9190974215434355
8.799999999999901,-5.919097421543391
8.8199999999999,-5.91909742154335
8.8399999999999,-5.919097421543312
8.8599999999999,-5.919097421543277
8.8799999999999,-5.919097421543243
8.899999999999899,-5.919097421543212
8.919999999999899,-5.919097421543182
8.939999999999898,-5.919097421543155
8.959999999999898,-5.919097421543129
8.979999999999897,-5.919097421543105
